date,indicator,excess_value,q_grade,q_label,g_grade,g_label,tradeable,fwd_20d_max_return,fwd_20d_min_return,fwd_20d_median_return,fwd_20d_peak_day,fwd_20d_trough_day,fwd_20d_median_day,fwd_20d_retention,long_upside,long_adverse,short_upside,short_adverse
20250516,excess_5d,,,,,,1,1.5273,-11.0376,-6.6289,3.0,11.0,20.0,-2.0,1.5273,-11.0376,11.0376,-1.5273
20250516,excess_10d,,,,,,1,1.5273,-11.0376,-6.6289,3.0,11.0,20.0,-2.0,1.5273,-11.0376,11.0376,-1.5273
20250516,daily_excess,0.0,3.0,中性,,,1,1.5273,-11.0376,-6.6289,3.0,11.0,20.0,-2.0,1.5273,-11.0376,11.0376,-1.5273
20250519,excess_5d,,,,,,1,2.268,-10.3886,-6.0904,2.0,10.0,19.0,-2.0,2.268,-10.3886,10.3886,-2.268
20250519,excess_10d,,,,,,1,2.268,-10.3886,-6.0904,2.0,10.0,19.0,-2.0,2.268,-10.3886,10.3886,-2.268
20250519,daily_excess,-1.4916,2.0,偏冷,2.0,小降,1,2.268,-10.3886,-6.0904,2.0,10.0,19.0,-2.0,2.268,-10.3886,10.3886,-2.268
20250520,excess_5d,,,,,,1,2.4142,-10.2605,-6.1865,1.0,9.0,13.0,-2.0,2.4142,-10.2605,10.2605,-2.4142
20250520,excess_10d,,,,,,1,2.4142,-10.2605,-6.1865,1.0,9.0,13.0,-2.0,2.4142,-10.2605,10.2605,-2.4142
20250520,daily_excess,0.1268,3.0,中性,4.0,小升,1,2.4142,-10.2605,-6.1865,1.0,9.0,13.0,-2.0,2.4142,-10.2605,10.2605,-2.4142
20250521,excess_5d,,,,,,1,0.0779,-12.0212,-8.323,1.0,8.0,12.0,,0.0779,-12.0212,12.0212,-0.0779
20250521,excess_10d,,,,,,1,0.0779,-12.0212,-8.323,1.0,8.0,12.0,,0.0779,-12.0212,12.0212,-0.0779
20250521,daily_excess,2.882,5.0,极热,4.0,小升,1,0.0779,-12.0212,-8.323,1.0,8.0,12.0,,0.0779,-12.0212,12.0212,-0.0779
20250522,excess_5d,,,,,,1,4.1551,-9.239,-4.2366,13.0,20.0,14.0,-1.0196,4.1551,-9.239,9.239,-4.1551
20250522,excess_10d,,,,,,1,4.1551,-9.239,-4.2366,13.0,20.0,14.0,-1.0196,4.1551,-9.239,9.239,-4.1551
20250522,daily_excess,-3.3507,1.0,极冷,1.0,大降,1,4.1551,-9.239,-4.2366,13.0,20.0,14.0,-1.0196,4.1551,-9.239,9.239,-4.1551
20250523,excess_5d,-2.8888,2.0,偏冷,,,1,6.5333,-8.05,-2.1,12.0,20.0,16.0,-0.3214,6.5333,-8.05,8.05,-6.5333
20250523,excess_10d,,,,,,1,6.5333,-8.05,-2.1,12.0,20.0,16.0,-0.3214,6.5333,-8.05,8.05,-6.5333
20250523,daily_excess,-1.0553,2.0,偏冷,4.0,小升,1,6.5333,-8.05,-2.1,12.0,20.0,16.0,-0.3214,6.5333,-8.05,8.05,-6.5333
20250526,excess_5d,-3.8039,1.0,极冷,3.0,稳定,1,8.0277,-6.7602,-0.845,11.0,19.0,15.0,-0.1053,8.0277,-6.7602,6.7602,-8.0277
20250526,excess_10d,,,,,,1,8.0277,-6.7602,-0.845,11.0,19.0,15.0,-0.1053,8.0277,-6.7602,6.7602,-8.0277
20250526,daily_excess,-2.4067,1.0,极冷,2.0,小降,1,8.0277,-6.7602,-0.845,11.0,19.0,15.0,-0.1053,8.0277,-6.7602,6.7602,-8.0277
20250527,excess_5d,-5.5934,1.0,极冷,2.0,小降,1,10.2639,-4.8301,1.2075,10.0,18.0,14.0,0.1176,10.2639,-4.8301,4.8301,-10.2639
20250527,excess_10d,,,,,,1,10.2639,-4.8301,1.2075,10.0,18.0,14.0,0.1176,10.2639,-4.8301,4.8301,-10.2639
20250527,daily_excess,-1.6627,2.0,偏冷,3.0,稳定,1,10.2639,-4.8301,1.2075,10.0,18.0,14.0,0.1176,10.2639,-4.8301,4.8301,-10.2639
20250528,excess_5d,-6.6791,1.0,极冷,2.0,小降,1,9.321,-5.6439,0.3421,9.0,17.0,13.0,0.0367,9.321,-5.6439,5.6439,-9.321
20250528,excess_10d,,,,,,1,9.321,-5.6439,0.3421,9.0,17.0,13.0,0.0367,9.321,-5.6439,5.6439,-9.321
20250528,daily_excess,1.7963,4.0,偏热,5.0,大升,1,9.321,-5.6439,0.3421,9.0,17.0,13.0,0.0367,9.321,-5.6439,5.6439,-9.321
20250529,excess_5d,-2.4759,2.0,偏冷,5.0,大升,1,6.6756,-7.9272,-2.0861,8.0,16.0,12.0,-0.3125,6.6756,-7.9272,7.9272,-6.6756
20250529,excess_10d,,,,,,1,6.6756,-7.9272,-2.0861,8.0,16.0,12.0,-0.3125,6.6756,-7.9272,7.9272,-6.6756
20250529,daily_excess,0.8525,4.0,偏热,2.0,小降,1,6.6756,-7.9272,-2.0861,8.0,16.0,12.0,-0.3125,6.6756,-7.9272,7.9272,-6.6756
20250530,excess_5d,-3.5167,2.0,偏冷,3.0,稳定,1,8.726,-6.1575,-0.2041,7.0,15.0,11.0,-0.0234,8.726,-6.1575,6.1575,-8.726
20250530,excess_10d,-6.4055,1.0,极冷,,,1,8.726,-6.1575,-0.2041,7.0,15.0,11.0,-0.0234,8.726,-6.1575,6.1575,-8.726
20250530,daily_excess,-2.0961,2.0,偏冷,2.0,小降,1,8.726,-6.1575,-0.2041,7.0,15.0,11.0,-0.0234,8.726,-6.1575,6.1575,-8.726
20250603,excess_5d,-4.9058,1.0,极冷,2.0,小降,1,11.1072,-4.1022,1.9816,6.0,14.0,10.0,0.1784,11.1072,-4.1022,4.1022,-11.1072
20250603,excess_10d,-8.7097,1.0,极冷,2.0,小降,1,11.1072,-4.1022,1.9816,6.0,14.0,10.0,0.1784,11.1072,-4.1022,4.1022,-11.1072
20250603,daily_excess,-3.7958,1.0,极冷,2.0,小降,1,11.1072,-4.1022,1.9816,6.0,14.0,10.0,0.1784,11.1072,-4.1022,4.1022,-11.1072
20250604,excess_5d,-2.8882,2.0,偏冷,4.0,小升,1,10.6074,-4.5337,1.5228,5.0,13.0,9.0,0.1436,10.6074,-4.5337,4.5337,-10.6074
20250604,excess_10d,-8.4816,1.0,极冷,3.0,稳定,1,10.6074,-4.5337,1.5228,5.0,13.0,9.0,0.1436,10.6074,-4.5337,4.5337,-10.6074
20250604,daily_excess,0.3549,3.0,中性,5.0,大升,1,10.6074,-4.5337,1.5228,5.0,13.0,9.0,0.1436,10.6074,-4.5337,4.5337,-10.6074
20250605,excess_5d,2.914,4.0,偏热,5.0,大升,1,5.6664,-11.9393,-6.3528,20.0,12.0,8.0,-1.1211,5.6664,-11.9393,11.9393,-5.6664
20250605,excess_10d,-3.7651,2.0,偏冷,5.0,大升,1,5.6664,-11.9393,-6.3528,20.0,12.0,8.0,-1.1211,5.6664,-11.9393,11.9393,-5.6664
20250605,daily_excess,7.5985,5.0,极热,5.0,大升,1,5.6664,-11.9393,-6.3528,20.0,12.0,8.0,-1.1211,5.6664,-11.9393,11.9393,-5.6664
20250606,excess_5d,-2.4164,2.0,偏冷,1.0,大降,1,10.0399,-8.2945,-2.4767,19.0,11.0,7.0,-0.2467,10.0399,-8.2945,8.2945,-10.0399
20250606,excess_10d,-4.8923,2.0,偏冷,2.0,小降,1,10.0399,-8.2945,-2.4767,19.0,11.0,7.0,-0.2467,10.0399,-8.2945,8.2945,-10.0399
20250606,daily_excess,-4.4779,1.0,极冷,1.0,大降,1,10.0399,-8.2945,-2.4767,19.0,11.0,7.0,-0.2467,10.0399,-8.2945,8.2945,-10.0399
20250609,excess_5d,-2.2062,2.0,偏冷,3.0,稳定,1,12.2795,-6.4281,-0.4919,18.0,10.0,6.0,-0.0401,12.2795,-6.4281,6.4281,-12.2795
20250609,excess_10d,-5.7228,1.0,极冷,3.0,稳定,1,12.2795,-6.4281,-0.4919,18.0,10.0,6.0,-0.0401,12.2795,-6.4281,6.4281,-12.2795
20250609,daily_excess,-1.8858,2.0,偏冷,4.0,小升,1,12.2795,-6.4281,-0.4919,18.0,10.0,6.0,-0.0401,12.2795,-6.4281,6.4281,-12.2795
20250610,excess_5d,4.5003,4.0,偏热,5.0,大升,1,11.5417,-7.043,-1.1457,17.0,9.0,5.0,-0.0993,11.5417,-7.043,7.043,-11.5417
20250610,excess_10d,-0.4056,3.0,中性,5.0,大升,1,11.5417,-7.043,-1.1457,17.0,9.0,5.0,-0.0993,11.5417,-7.043,7.043,-11.5417
20250610,daily_excess,2.9106,5.0,极热,5.0,大升,1,11.5417,-7.043,-1.1457,17.0,9.0,5.0,-0.0993,11.5417,-7.043,7.043,-11.5417
20250611,excess_5d,8.2992,5.0,极热,5.0,大升,1,7.485,-10.4238,-4.741,16.0,8.0,4.0,-0.6334,7.485,-10.4238,10.4238,-7.485
20250611,excess_10d,5.411,4.0,偏热,5.0,大升,1,7.485,-10.4238,-4.741,16.0,8.0,4.0,-0.6334,7.485,-10.4238,10.4238,-7.485
20250611,daily_excess,4.1539,5.0,极热,4.0,小升,1,7.485,-10.4238,-4.741,16.0,8.0,4.0,-0.6334,7.485,-10.4238,10.4238,-7.485
20250612,excess_5d,-2.6954,2.0,偏冷,1.0,大降,1,12.6809,-6.0936,-0.1362,15.0,7.0,3.0,-0.0107,12.6809,-6.0936,6.0936,-12.6809
20250612,excess_10d,0.2186,3.0,中性,1.0,大降,1,12.6809,-6.0936,-0.1362,15.0,7.0,3.0,-0.0107,12.6809,-6.0936,6.0936,-12.6809
20250612,daily_excess,-3.3962,1.0,极冷,1.0,大降,1,12.6809,-6.0936,-0.1362,15.0,7.0,3.0,-0.0107,12.6809,-6.0936,6.0936,-12.6809
20250613,excess_5d,1.0897,3.0,中性,5.0,大升,1,12.95,-5.8693,0.273,14.0,6.0,2.0,0.0211,12.95,-5.8693,5.8693,-12.95
20250613,excess_10d,-1.3267,2.0,偏冷,2.0,小降,1,12.95,-5.8693,0.273,14.0,6.0,2.0,0.0211,12.95,-5.8693,5.8693,-12.95
20250613,daily_excess,-0.6928,3.0,中性,4.0,小升,1,12.95,-5.8693,0.273,14.0,6.0,2.0,0.0211,12.95,-5.8693,5.8693,-12.95
20250616,excess_5d,3.9155,4.0,偏热,4.0,小升,1,11.73,-6.8861,-0.8101,13.0,5.0,1.0,-0.0691,11.73,-6.8861,6.8861,-11.73
20250616,excess_10d,1.7093,3.0,中性,4.0,小升,1,11.73,-6.8861,-0.8101,13.0,5.0,1.0,-0.0691,11.73,-6.8861,6.8861,-11.73
20250616,daily_excess,0.94,4.0,偏热,4.0,小升,1,11.73,-6.8861,-0.8101,13.0,5.0,1.0,-0.0691,11.73,-6.8861,6.8861,-11.73
20250617,excess_5d,-0.1799,3.0,中性,1.0,大降,1,12.7192,-6.0616,0.2809,12.0,4.0,8.0,0.0221,12.7192,-6.0616,6.0616,-12.7192
20250617,excess_10d,4.3203,4.0,偏热,4.0,小升,1,12.7192,-6.0616,0.2809,12.0,4.0,8.0,0.0221,12.7192,-6.0616,6.0616,-12.7192
20250617,daily_excess,-1.1848,2.0,偏冷,2.0,小降,1,12.7192,-6.0616,0.2809,12.0,4.0,8.0,0.0221,12.7192,-6.0616,6.0616,-12.7192
20250618,excess_5d,-4.838,1.0,极冷,1.0,大降,1,13.6481,-5.2876,1.7511,11.0,3.0,19.0,0.1283,13.6481,-5.2876,5.2876,-13.6481
20250618,excess_10d,3.4613,4.0,偏热,3.0,稳定,1,13.6481,-5.2876,1.7511,11.0,3.0,19.0,0.1283,13.6481,-5.2876,5.2876,-13.6481
20250618,daily_excess,-0.5042,3.0,中性,3.0,稳定,1,13.6481,-5.2876,1.7511,11.0,3.0,19.0,0.1283,13.6481,-5.2876,5.2876,-13.6481
20250619,excess_5d,-0.3103,3.0,中性,5.0,大升,1,14.3351,-4.715,3.0743,10.0,2.0,17.0,0.2145,14.3351,-4.715,4.715,-14.3351
20250619,excess_10d,-3.0057,2.0,偏冷,1.0,大降,1,14.3351,-4.715,3.0743,10.0,2.0,17.0,0.2145,14.3351,-4.715,4.715,-14.3351
20250619,daily_excess,1.1315,4.0,偏热,4.0,小升,1,14.3351,-4.715,3.0743,10.0,2.0,17.0,0.2145,14.3351,-4.715,4.715,-14.3351
20250620,excess_5d,-2.0756,2.0,偏冷,2.0,小降,1,18.787,-1.0048,7.5722,9.0,1.0,14.0,0.4031,18.787,-1.0048,1.0048,-18.787
20250620,excess_10d,-0.9859,2.0,偏冷,4.0,小升,1,18.787,-1.0048,7.5722,9.0,1.0,14.0,0.4031,18.787,-1.0048,1.0048,-18.787
20250620,daily_excess,-2.458,1.0,极冷,1.0,大降,1,18.787,-1.0048,7.5722,9.0,1.0,14.0,0.4031,18.787,-1.0048,1.0048,-18.787
20250623,excess_5d,-5.1923,1.0,极冷,2.0,小降,1,18.1088,-1.0705,7.7609,8.0,1.0,17.0,0.4286,18.1088,-1.0705,1.0705,-18.1088
20250623,excess_10d,-1.2768,2.0,偏冷,3.0,稳定,1,18.1088,-1.0705,7.7609,8.0,1.0,17.0,0.4286,18.1088,-1.0705,1.0705,-18.1088
20250623,daily_excess,-2.1767,1.0,极冷,3.0,稳定,1,18.1088,-1.0705,7.7609,8.0,1.0,17.0,0.4286,18.1088,-1.0705,1.0705,-18.1088
20250624,excess_5d,-4.6359,1.0,极冷,3.0,稳定,1,18.1088,-0.3925,8.314,7.0,1.0,16.0,0.4591,18.1088,-0.3925,0.3925,-18.1088
20250624,excess_10d,-4.8158,2.0,偏冷,1.0,大降,1,18.1088,-0.3925,8.314,7.0,1.0,16.0,0.4591,18.1088,-0.3925,0.3925,-18.1088
20250624,daily_excess,-0.6284,3.0,中性,4.0,小升,1,18.1088,-0.3925,8.314,7.0,1.0,16.0,0.4591,18.1088,-0.3925,0.3925,-18.1088
20250625,excess_5d,-3.8988,1.0,极冷,3.0,稳定,1,15.5726,-2.1299,6.4246,6.0,5.0,12.0,0.4126,15.5726,-2.1299,2.1299,-15.5726
20250625,excess_10d,-8.7367,1.0,极冷,1.0,大降,1,15.5726,-2.1299,6.4246,6.0,5.0,12.0,0.4126,15.5726,-2.1299,2.1299,-15.5726
20250625,daily_excess,0.2329,3.0,中性,3.0,稳定,1,15.5726,-2.1299,6.4246,6.0,5.0,12.0,0.4126,15.5726,-2.1299,2.1299,-15.5726
20250626,excess_5d,-6.2901,1.0,极冷,2.0,小降,1,16.9611,-0.9541,8.3922,5.0,4.0,18.0,0.4948,16.9611,-0.9541,0.9541,-16.9611
20250626,excess_10d,-6.6004,1.0,极冷,4.0,小升,1,16.9611,-0.9541,8.3922,5.0,4.0,18.0,0.4948,16.9611,-0.9541,0.9541,-16.9611
20250626,daily_excess,-1.2599,2.0,偏冷,2.0,小降,1,16.9611,-0.9541,8.3922,5.0,4.0,18.0,0.4948,16.9611,-0.9541,0.9541,-16.9611
20250627,excess_5d,-1.2513,2.0,偏冷,5.0,大升,1,12.5659,-4.6761,4.6846,4.0,3.0,17.0,0.3728,12.5659,-4.6761,4.6761,-12.5659
20250627,excess_10d,-3.3269,2.0,偏冷,4.0,小升,1,12.5659,-4.6761,4.6846,4.0,3.0,17.0,0.3728,12.5659,-4.6761,4.6761,-12.5659
20250627,daily_excess,2.5808,5.0,极热,5.0,大升,1,12.5659,-4.6761,4.6846,4.0,3.0,17.0,0.3728,12.5659,-4.6761,4.6761,-12.5659
20250630,excess_5d,-0.9158,2.0,偏冷,3.0,稳定,1,11.1484,-5.8764,4.1219,3.0,2.0,17.0,0.3697,11.1484,-5.8764,5.8764,-11.1484
20250630,excess_10d,-6.108,1.0,极冷,1.0,大降,1,11.1484,-5.8764,4.1219,3.0,2.0,17.0,0.3697,11.1484,-5.8764,5.8764,-11.1484
20250630,daily_excess,-1.8412,2.0,偏冷,1.0,大降,1,11.1484,-5.8764,4.1219,3.0,2.0,17.0,0.3697,11.1484,-5.8764,5.8764,-11.1484
20250701,excess_5d,-2.0626,2.0,偏冷,2.0,小降,1,14.4735,-3.0607,7.9198,2.0,1.0,3.0,0.5472,14.4735,-3.0607,3.0607,-14.4735
20250701,excess_10d,-6.6985,1.0,极冷,3.0,稳定,1,14.4735,-3.0607,7.9198,2.0,1.0,3.0,0.5472,14.4735,-3.0607,3.0607,-14.4735
20250701,daily_excess,-1.7752,2.0,偏冷,3.0,稳定,1,14.4735,-3.0607,7.9198,2.0,1.0,3.0,0.5472,14.4735,-3.0607,3.0607,-14.4735
20250702,excess_5d,-3.5932,2.0,偏冷,2.0,小降,1,17.2304,-0.3896,10.5189,1.0,1.0,2.0,0.6105,17.2304,-0.3896,0.3896,-17.2304
20250702,excess_10d,-7.4919,1.0,极冷,3.0,稳定,1,17.2304,-0.3896,10.5189,1.0,1.0,2.0,0.6105,17.2304,-0.3896,0.3896,-17.2304
20250702,daily_excess,-1.2976,2.0,偏冷,3.0,稳定,1,17.2304,-0.3896,10.5189,1.0,1.0,2.0,0.6105,17.2304,-0.3896,0.3896,-17.2304
20250703,excess_5d,13.4288,5.0,极热,5.0,大升,1,-1.1195,-11.1346,-6.18,3.0,20.0,14.0,,-1.1195,-11.1346,11.1346,1.1195
20250703,excess_10d,7.1387,5.0,极热,5.0,大升,1,-1.1195,-11.1346,-6.18,3.0,20.0,14.0,,-1.1195,-11.1346,11.1346,1.1195
20250703,daily_excess,15.7621,5.0,极热,5.0,大升,1,-1.1195,-11.1346,-6.18,3.0,20.0,14.0,,-1.1195,-11.1346,11.1346,1.1195
20250704,excess_5d,6.264,5.0,极热,1.0,大降,1,4.7436,-6.25,-1.3381,2.0,20.0,12.0,-0.2821,4.7436,-6.25,6.25,-4.7436
20250704,excess_10d,5.0127,4.0,偏热,2.0,小降,1,4.7436,-6.25,-1.3381,2.0,20.0,12.0,-0.2821,4.7436,-6.25,6.25,-4.7436
20250704,daily_excess,-4.584,1.0,极冷,1.0,大降,1,4.7436,-6.25,-1.3381,2.0,20.0,12.0,-0.2821,4.7436,-6.25,6.25,-4.7436
20250707,excess_5d,6.5406,5.0,极热,3.0,稳定,1,6.7974,-4.4118,1.348,1.0,19.0,2.0,0.1983,6.7974,-4.4118,4.4118,-6.7974
20250707,excess_10d,5.6248,4.0,偏热,3.0,稳定,1,6.7974,-4.4118,1.348,1.0,19.0,2.0,0.1983,6.7974,-4.4118,4.4118,-6.7974
20250707,daily_excess,-1.5646,2.0,偏冷,5.0,大升,1,6.7974,-4.4118,1.348,1.0,19.0,2.0,0.1983,6.7974,-4.4118,4.4118,-6.7974
20250708,excess_5d,12.6296,5.0,极热,5.0,大升,1,5.7364,-9.3023,-3.8372,20.0,18.0,1.0,-0.6689,5.7364,-9.3023,9.3023,-5.7364
20250708,excess_10d,10.567,5.0,极热,5.0,大升,1,5.7364,-9.3023,-3.8372,20.0,18.0,1.0,-0.6689,5.7364,-9.3023,9.3023,-5.7364
20250708,daily_excess,4.3138,5.0,极热,5.0,大升,1,5.7364,-9.3023,-3.8372,20.0,18.0,1.0,-0.6689,5.7364,-9.3023,9.3023,-5.7364
20250709,excess_5d,12.0841,5.0,极热,3.0,稳定,1,9.2599,-6.28,-0.6088,19.0,17.0,14.0,-0.0657,9.2599,-6.28,6.28,-9.2599
20250709,excess_10d,8.491,5.0,极热,2.0,小降,1,9.2599,-6.28,-0.6088,19.0,17.0,14.0,-0.0657,9.2599,-6.28,6.28,-9.2599
20250709,daily_excess,-1.8431,2.0,偏冷,1.0,大降,1,9.2599,-6.28,-0.6088,19.0,17.0,14.0,-0.0657,9.2599,-6.28,6.28,-9.2599
20250710,excess_5d,-6.9643,1.0,极冷,1.0,大降,1,17.3045,-2.6622,3.9767,20.0,16.0,13.0,0.2298,17.3045,-2.6622,2.6622,-17.3045
20250710,excess_10d,6.4646,5.0,极热,2.0,小降,1,17.3045,-2.6622,3.9767,20.0,16.0,13.0,0.2298,17.3045,-2.6622,2.6622,-17.3045
20250710,daily_excess,-3.2863,1.0,极冷,2.0,小降,1,17.3045,-2.6622,3.9767,20.0,16.0,13.0,0.2298,17.3045,-2.6622,2.6622,-17.3045
20250711,excess_5d,-1.6057,2.0,偏冷,5.0,大升,1,16.1067,-3.6561,2.9891,19.0,15.0,5.0,0.1856,16.1067,-3.6561,3.6561,-16.1067
20250711,excess_10d,4.6583,4.0,偏热,2.0,小降,1,16.1067,-3.6561,2.9891,19.0,15.0,5.0,0.1856,16.1067,-3.6561,3.6561,-16.1067
20250711,daily_excess,0.7745,4.0,偏热,5.0,大升,1,16.1067,-3.6561,2.9891,19.0,15.0,5.0,0.1856,16.1067,-3.6561,3.6561,-16.1067
20250714,excess_5d,-1.4997,2.0,偏冷,3.0,稳定,1,19.4816,-2.1739,4.8411,20.0,14.0,15.0,0.2485,19.4816,-2.1739,2.1739,-19.4816
20250714,excess_10d,5.0409,4.0,偏热,3.0,稳定,1,19.4816,-2.1739,4.8411,20.0,14.0,15.0,0.2485,19.4816,-2.1739,2.1739,-19.4816
20250714,daily_excess,-1.4586,2.0,偏冷,2.0,小降,1,19.4816,-2.1739,4.8411,20.0,14.0,15.0,0.2485,19.4816,-2.1739,2.1739,-19.4816
20250715,excess_5d,-6.2624,1.0,极冷,1.0,大降,1,21.1428,-0.8138,6.5955,19.0,13.0,8.0,0.312,21.1428,-0.8138,0.8138,-21.1428
20250715,excess_10d,6.3672,5.0,极热,4.0,小升,1,21.1428,-0.8138,6.5955,19.0,13.0,8.0,0.312,21.1428,-0.8138,0.8138,-21.1428
20250715,daily_excess,-0.4489,3.0,中性,3.0,稳定,1,21.1428,-0.8138,6.5955,19.0,13.0,8.0,0.312,21.1428,-0.8138,0.8138,-21.1428
20250716,excess_5d,-1.7961,2.0,偏冷,5.0,大升,1,24.0362,-3.6244,3.8056,20.0,12.0,6.0,0.1583,24.0362,-3.6244,3.6244,-24.0362
20250716,excess_10d,10.288,5.0,极热,5.0,大升,1,24.0362,-3.6244,3.8056,20.0,12.0,6.0,0.1583,24.0362,-3.6244,3.6244,-24.0362
20250716,daily_excess,2.6231,5.0,极热,5.0,大升,1,24.0362,-3.6244,3.8056,20.0,12.0,6.0,0.1583,24.0362,-3.6244,3.6244,-24.0362
20250717,excess_5d,4.7531,5.0,极热,5.0,大升,1,18.455,-7.961,-0.8653,19.0,11.0,5.0,-0.0469,18.455,-7.961,7.961,-18.455
20250717,excess_10d,-2.2112,2.0,偏冷,1.0,大降,1,18.455,-7.961,-0.8653,19.0,11.0,5.0,-0.0469,18.455,-7.961,7.961,-18.455
20250717,daily_excess,3.2629,5.0,极热,3.0,稳定,1,18.455,-7.961,-0.8653,19.0,11.0,5.0,-0.0469,18.455,-7.961,7.961,-18.455
20250718,excess_5d,2.168,4.0,偏热,2.0,小降,1,22.4212,-6.4449,1.3753,20.0,10.0,6.0,0.0613,22.4212,-6.4449,6.4449,-22.4212
20250718,excess_10d,0.5623,3.0,中性,4.0,小升,1,22.4212,-6.4449,1.3753,20.0,10.0,6.0,0.0613,22.4212,-6.4449,6.4449,-22.4212
20250718,daily_excess,-1.8106,2.0,偏冷,1.0,大降,1,22.4212,-6.4449,1.3753,20.0,10.0,6.0,0.0613,22.4212,-6.4449,6.4449,-22.4212
20250721,excess_5d,3.4815,4.0,偏热,4.0,小升,1,24.7202,-6.4599,4.2773,20.0,9.0,14.0,0.173,24.7202,-6.4599,6.4599,-24.7202
20250721,excess_10d,1.9818,3.0,中性,4.0,小升,1,24.7202,-6.4599,4.2773,20.0,9.0,14.0,0.173,24.7202,-6.4599,6.4599,-24.7202
20250721,daily_excess,-0.145,3.0,中性,4.0,小升,1,24.7202,-6.4599,4.2773,20.0,9.0,14.0,0.173,24.7202,-6.4599,6.4599,-24.7202
20250722,excess_5d,2.4079,4.0,偏热,2.0,小降,1,28.3902,-4.878,8.7805,20.0,8.0,12.0,0.3093,28.3902,-4.878,4.878,-28.3902
20250722,excess_10d,-3.8544,2.0,偏冷,1.0,大降,1,28.3902,-4.878,8.7805,20.0,8.0,12.0,0.3093,28.3902,-4.878,4.878,-28.3902
20250722,daily_excess,-1.5225,2.0,偏冷,2.0,小降,1,28.3902,-4.878,8.7805,20.0,8.0,12.0,0.3093,28.3902,-4.878,4.878,-28.3902
20250723,excess_5d,0.8007,3.0,中性,2.0,小降,1,38.7149,-5.0787,8.8512,20.0,7.0,10.0,0.2286,38.7149,-5.0787,5.0787,-38.7149
20250723,excess_10d,-0.9954,2.0,偏冷,4.0,小升,1,38.7149,-5.0787,8.8512,20.0,7.0,10.0,0.2286,38.7149,-5.0787,5.0787,-38.7149
20250723,daily_excess,1.0159,4.0,偏热,4.0,小升,1,38.7149,-5.0787,8.8512,20.0,7.0,10.0,0.2286,38.7149,-5.0787,5.0787,-38.7149
20250724,excess_5d,-1.195,2.0,偏冷,2.0,小降,1,35.419,-7.3341,6.9381,19.0,6.0,9.0,0.1959,35.419,-7.3341,7.3341,-35.419
20250724,excess_10d,3.558,4.0,偏热,5.0,大升,1,35.419,-7.3341,6.9381,19.0,6.0,9.0,0.1959,35.419,-7.3341,7.3341,-35.419
20250724,daily_excess,1.2672,4.0,偏热,3.0,稳定,1,35.419,-7.3341,6.9381,19.0,6.0,9.0,0.1959,35.419,-7.3341,7.3341,-35.419
