date,indicator,excess_value,q_grade,q_label,g_grade,g_label,tradeable,fwd_20d_max_return,fwd_20d_min_return,fwd_20d_median_return,fwd_20d_peak_day,fwd_20d_trough_day,fwd_20d_median_day,fwd_20d_retention,long_upside,long_adverse,short_upside,short_adverse
20250725,excess_5d,0.8666,3.0,中性,4.0,小升,1,35.9358,-6.9804,9.6279,18.0,5.0,7.0,0.2679,35.9358,-6.9804,6.9804,-35.9358
20250725,excess_10d,3.0346,4.0,偏热,3.0,稳定,1,35.9358,-6.9804,9.6279,18.0,5.0,7.0,0.2679,35.9358,-6.9804,6.9804,-35.9358
20250725,daily_excess,0.2511,3.0,中性,2.0,小降,1,35.9358,-6.9804,9.6279,18.0,5.0,7.0,0.2679,35.9358,-6.9804,6.9804,-35.9358
20250728,excess_5d,-0.6139,3.0,中性,2.0,小降,1,34.3126,-8.0911,10.3064,17.0,4.0,11.0,0.3004,34.3126,-8.0911,8.0911,-34.3126
20250728,excess_10d,2.8676,4.0,偏热,3.0,稳定,1,34.3126,-8.0911,10.3064,17.0,4.0,11.0,0.3004,34.3126,-8.0911,8.0911,-34.3126
20250728,daily_excess,-1.6256,2.0,偏冷,2.0,小降,1,34.3126,-8.0911,10.3064,17.0,4.0,11.0,0.3004,34.3126,-8.0911,8.0911,-34.3126
20250729,excess_5d,-1.5877,2.0,偏冷,3.0,稳定,1,36.8935,-6.3251,12.9544,16.0,3.0,10.0,0.3511,36.8935,-6.3251,6.3251,-36.8935
20250729,excess_10d,0.8202,3.0,中性,2.0,小降,1,36.8935,-6.3251,12.9544,16.0,3.0,10.0,0.3511,36.8935,-6.3251,6.3251,-36.8935
20250729,daily_excess,-2.4963,1.0,极冷,2.0,小降,1,36.8935,-6.3251,12.9544,16.0,3.0,10.0,0.3511,36.8935,-6.3251,6.3251,-36.8935
20250730,excess_5d,-4.9065,1.0,极冷,1.0,大降,1,41.5866,-3.1136,19.0378,15.0,2.0,11.0,0.4578,41.5866,-3.1136,3.1136,-41.5866
20250730,excess_10d,-4.1058,2.0,偏冷,1.0,大降,1,41.5866,-3.1136,19.0378,15.0,2.0,11.0,0.4578,41.5866,-3.1136,3.1136,-41.5866
20250730,daily_excess,-2.3028,1.0,极冷,3.0,稳定,1,41.5866,-3.1136,19.0378,15.0,2.0,11.0,0.4578,41.5866,-3.1136,3.1136,-41.5866
20250731,excess_5d,-7.5721,1.0,极冷,2.0,小降,1,44.6531,-1.0152,24.9323,14.0,1.0,11.0,0.5584,44.6531,-1.0152,1.0152,-44.6531
20250731,excess_10d,-8.7672,1.0,极冷,1.0,大降,1,44.6531,-1.0152,24.9323,14.0,1.0,11.0,0.5584,44.6531,-1.0152,1.0152,-44.6531
20250731,daily_excess,-1.3985,2.0,偏冷,3.0,稳定,1,44.6531,-1.0152,24.9323,14.0,1.0,11.0,0.5584,44.6531,-1.0152,1.0152,-44.6531
20250801,excess_5d,-3.9801,1.0,极冷,4.0,小升,1,40.9331,-0.8408,24.695,13.0,1.0,11.0,0.6033,40.9331,-0.8408,0.8408,-40.9331
20250801,excess_10d,-3.1135,2.0,偏冷,5.0,大升,1,40.9331,-0.8408,24.695,13.0,1.0,11.0,0.6033,40.9331,-0.8408,0.8408,-40.9331
20250801,daily_excess,3.8431,5.0,极热,5.0,大升,1,40.9331,-0.8408,24.695,13.0,1.0,11.0,0.6033,40.9331,-0.8408,0.8408,-40.9331
20250804,excess_5d,-2.2194,2.0,偏冷,4.0,小升,1,36.0223,1.0342,22.2593,12.0,1.0,11.0,0.6179,36.0223,1.0342,-1.0342,-36.0223
20250804,excess_10d,-2.8333,2.0,偏冷,3.0,稳定,1,36.0223,1.0342,22.2593,12.0,1.0,11.0,0.6179,36.0223,1.0342,-1.0342,-36.0223
20250804,daily_excess,0.1352,3.0,中性,1.0,大降,1,36.0223,1.0342,22.2593,12.0,1.0,11.0,0.6179,36.0223,1.0342,-1.0342,-36.0223
20250805,excess_5d,7.9418,5.0,极热,5.0,大升,1,25.9614,-3.8161,13.2164,11.0,3.0,10.0,0.5091,25.9614,-3.8161,3.8161,-25.9614
20250805,excess_10d,6.3541,4.0,偏热,5.0,大升,1,25.9614,-3.8161,13.2164,11.0,3.0,10.0,0.5091,25.9614,-3.8161,3.8161,-25.9614
20250805,daily_excess,7.6649,5.0,极热,5.0,大升,1,25.9614,-3.8161,13.2164,11.0,3.0,10.0,0.5091,25.9614,-3.8161,3.8161,-25.9614
20250806,excess_5d,7.8225,5.0,极热,3.0,稳定,1,27.312,-2.7848,14.4304,10.0,2.0,9.0,0.5284,27.312,-2.7848,2.7848,-27.312
20250806,excess_10d,2.916,4.0,偏热,1.0,大降,1,27.312,-2.7848,14.4304,10.0,2.0,9.0,0.5284,27.312,-2.7848,2.7848,-27.312
20250806,daily_excess,-2.4221,1.0,极冷,1.0,大降,1,27.312,-2.7848,14.4304,10.0,2.0,9.0,0.5284,27.312,-2.7848,2.7848,-27.312
20250807,excess_5d,8.6859,5.0,极热,4.0,小升,1,27.5589,-2.5962,14.6523,9.0,1.0,8.0,0.5317,27.5589,-2.5962,2.5962,-27.5589
20250807,excess_10d,1.1138,3.0,中性,2.0,小降,1,27.5589,-2.5962,14.6523,9.0,1.0,8.0,0.5317,27.5589,-2.5962,2.5962,-27.5589
20250807,daily_excess,-0.5351,3.0,中性,4.0,小升,1,27.5589,-2.5962,14.6523,9.0,1.0,8.0,0.5317,27.5589,-2.5962,2.5962,-27.5589
20250808,excess_5d,3.642,4.0,偏热,1.0,大降,1,28.0174,1.9766,15.0644,8.0,1.0,7.0,0.5377,28.0174,1.9766,-1.9766,-28.0174
20250808,excess_10d,-0.3382,3.0,中性,2.0,小降,1,28.0174,1.9766,15.0644,8.0,1.0,7.0,0.5377,28.0174,1.9766,-1.9766,-28.0174
20250808,daily_excess,-1.2009,2.0,偏冷,3.0,稳定,1,28.0174,1.9766,15.0644,8.0,1.0,7.0,0.5377,28.0174,1.9766,-1.9766,-28.0174
20250811,excess_5d,7.2715,5.0,极热,4.0,小升,1,20.9536,-3.3673,8.7153,7.0,3.0,6.0,0.4159,20.9536,-3.3673,3.3673,-20.9536
20250811,excess_10d,5.0521,4.0,偏热,5.0,大升,1,20.9536,-3.3673,8.7153,7.0,3.0,6.0,0.4159,20.9536,-3.3673,3.3673,-20.9536
20250811,daily_excess,3.7647,5.0,极热,5.0,大升,1,20.9536,-3.3673,8.7153,7.0,3.0,6.0,0.4159,20.9536,-3.3673,3.3673,-20.9536
20250812,excess_5d,1.0618,3.0,中性,1.0,大降,1,21.4347,-2.983,9.1477,6.0,2.0,5.0,0.4268,21.4347,-2.983,2.983,-21.4347
20250812,excess_10d,9.0036,5.0,极热,5.0,大升,1,21.4347,-2.983,9.1477,6.0,2.0,5.0,0.4268,21.4347,-2.983,2.983,-21.4347
20250812,daily_excess,1.4552,4.0,偏热,2.0,小降,1,21.4347,-2.983,9.1477,6.0,2.0,5.0,0.4268,21.4347,-2.983,2.983,-21.4347
20250813,excess_5d,1.9962,4.0,偏热,4.0,小升,1,22.0937,-2.4564,9.7401,5.0,1.0,4.0,0.4409,22.0937,-2.4564,2.4564,-22.0937
20250813,excess_10d,9.8187,5.0,极热,3.0,稳定,1,22.0937,-2.4564,9.7401,5.0,1.0,4.0,0.4409,22.0937,-2.4564,2.4564,-22.0937
20250813,daily_excess,-1.4877,2.0,偏冷,2.0,小降,1,22.0937,-2.4564,9.7401,5.0,1.0,4.0,0.4409,22.0937,-2.4564,2.4564,-22.0937
20250814,excess_5d,9.7166,5.0,极热,5.0,大升,1,16.9974,-4.8857,5.1594,4.0,15.0,3.0,0.3035,16.9974,-4.8857,4.8857,-16.9974
20250814,excess_10d,18.4026,5.0,极热,5.0,大升,1,16.9974,-4.8857,5.1594,4.0,15.0,3.0,0.3035,16.9974,-4.8857,4.8857,-16.9974
20250814,daily_excess,7.1853,5.0,极热,5.0,大升,1,16.9974,-4.8857,5.1594,4.0,15.0,3.0,0.3035,16.9974,-4.8857,4.8857,-16.9974
20250815,excess_5d,11.2037,5.0,极热,4.0,小升,1,14.5979,-6.8365,3.0027,3.0,14.0,2.0,0.2057,14.5979,-6.8365,6.8365,-14.5979
20250815,excess_10d,14.8457,5.0,极热,1.0,大降,1,14.5979,-6.8365,3.0027,3.0,14.0,2.0,0.2057,14.5979,-6.8365,6.8365,-14.5979
20250815,daily_excess,0.2862,3.0,中性,1.0,大降,1,14.5979,-6.8365,3.0027,3.0,14.0,2.0,0.2057,14.5979,-6.8365,6.8365,-14.5979
20250818,excess_5d,9.7218,5.0,极热,2.0,小降,1,11.4893,-9.3636,-0.5608,2.0,13.0,11.0,-0.0488,11.4893,-9.3636,9.3636,-11.4893
20250818,excess_10d,16.9933,5.0,极热,4.0,小升,1,11.4893,-9.3636,-0.5608,2.0,13.0,11.0,-0.0488,11.4893,-9.3636,9.3636,-11.4893
20250818,daily_excess,2.2828,5.0,极热,4.0,小升,1,11.4893,-9.3636,-0.5608,2.0,13.0,11.0,-0.0488,11.4893,-9.3636,9.3636,-11.4893
20250819,excess_5d,9.8474,5.0,极热,3.0,稳定,1,11.026,-9.7403,-0.9091,1.0,12.0,20.0,-0.0825,11.026,-9.7403,9.7403,-11.026
20250819,excess_10d,10.9092,5.0,极热,1.0,大降,1,11.026,-9.7403,-0.9091,1.0,12.0,20.0,-0.0825,11.026,-9.7403,9.7403,-11.026
20250819,daily_excess,1.5808,4.0,偏热,3.0,稳定,1,11.026,-9.7403,-0.9091,1.0,12.0,20.0,-0.0825,11.026,-9.7403,9.7403,-11.026
20250820,excess_5d,16.1745,5.0,极热,5.0,大升,1,3.8133,-13.9532,-5.5342,5.0,11.0,19.0,-1.4513,3.8133,-13.9532,13.9532,-3.8133
20250820,excess_10d,18.1707,5.0,极热,5.0,大升,1,3.8133,-13.9532,-5.5342,5.0,11.0,19.0,-1.4513,3.8133,-13.9532,13.9532,-3.8133
20250820,daily_excess,4.8394,5.0,极热,5.0,大升,1,3.8133,-13.9532,-5.5342,5.0,11.0,19.0,-1.4513,3.8133,-13.9532,13.9532,-3.8133
20250821,excess_5d,6.7395,5.0,极热,1.0,大降,1,7.8772,-11.1253,-2.4297,20.0,10.0,18.0,-0.3084,7.8772,-11.1253,11.1253,-7.8772
20250821,excess_10d,16.4561,5.0,极热,2.0,小降,1,7.8772,-11.1253,-2.4297,20.0,10.0,18.0,-0.3084,7.8772,-11.1253,11.1253,-7.8772
20250821,daily_excess,-2.2497,1.0,极冷,1.0,大降,1,7.8772,-11.1253,-2.4297,20.0,10.0,18.0,-0.3084,7.8772,-11.1253,11.1253,-7.8772
20250822,excess_5d,3.6212,4.0,偏热,2.0,小降,1,9.1474,-10.0789,-1.2809,19.0,9.0,17.0,-0.14,9.1474,-10.0789,10.0789,-9.1474
20250822,excess_10d,14.8249,5.0,极热,2.0,小降,1,9.1474,-10.0789,-1.2809,19.0,9.0,17.0,-0.14,9.1474,-10.0789,10.0789,-9.1474
20250822,daily_excess,-2.8321,1.0,极冷,3.0,稳定,1,9.1474,-10.0789,-1.2809,19.0,9.0,17.0,-0.14,9.1474,-10.0789,10.0789,-9.1474
20250825,excess_5d,-0.3169,3.0,中性,1.0,大降,1,5.9799,-12.6884,-4.1457,18.0,8.0,16.0,-0.6933,5.9799,-12.6884,12.6884,-5.9799
20250825,excess_10d,9.4049,5.0,极热,1.0,大降,1,5.9799,-12.6884,-4.1457,18.0,8.0,16.0,-0.6933,5.9799,-12.6884,12.6884,-5.9799
20250825,daily_excess,-1.6553,2.0,偏冷,4.0,小升,1,5.9799,-12.6884,-4.1457,18.0,8.0,16.0,-0.6933,5.9799,-12.6884,12.6884,-5.9799
20250826,excess_5d,-0.6845,3.0,中性,3.0,稳定,1,6.6498,-12.1365,-4.842,17.0,7.0,5.0,-0.7281,6.6498,-12.1365,12.1365,-6.6498
20250826,excess_10d,9.1629,5.0,极热,3.0,稳定,1,6.6498,-12.1365,-4.842,17.0,7.0,5.0,-0.7281,6.6498,-12.1365,12.1365,-6.6498
20250826,daily_excess,1.2132,4.0,偏热,4.0,小升,1,6.6498,-12.1365,-4.842,17.0,7.0,5.0,-0.7281,6.6498,-12.1365,12.1365,-6.6498
20250827,excess_5d,-2.4764,2.0,偏冷,2.0,小降,1,5.8868,-12.7652,-5.8617,16.0,6.0,11.0,-0.9957,5.8868,-12.7652,12.7652,-5.8868
20250827,excess_10d,13.698,5.0,极热,5.0,大升,1,5.8868,-12.7652,-5.8617,16.0,6.0,11.0,-0.9957,5.8868,-12.7652,12.7652,-5.8868
20250827,daily_excess,3.0474,5.0,极热,4.0,小升,1,5.8868,-12.7652,-5.8617,16.0,6.0,11.0,-0.9957,5.8868,-12.7652,12.7652,-5.8868
20250828,excess_5d,0.0527,3.0,中性,4.0,小升,1,2.9911,-15.1508,-8.4361,15.0,5.0,10.0,-2.0,2.9911,-15.1508,15.1508,-2.9911
20250828,excess_10d,6.7922,5.0,极热,1.0,大降,1,2.9911,-15.1508,-8.4361,15.0,5.0,10.0,-2.0,2.9911,-15.1508,15.1508,-2.9911
20250828,daily_excess,0.2794,3.0,中性,2.0,小降,1,2.9911,-15.1508,-8.4361,15.0,5.0,10.0,-2.0,2.9911,-15.1508,15.1508,-2.9911
20250829,excess_5d,-0.3629,3.0,中性,3.0,稳定,1,6.1132,-12.5786,-5.7107,14.0,4.0,20.0,-0.9342,6.1132,-12.5786,12.5786,-6.1132
20250829,excess_10d,3.2582,4.0,偏热,1.0,大降,1,6.1132,-12.5786,-5.7107,14.0,4.0,20.0,-0.9342,6.1132,-12.5786,12.5786,-6.1132
20250829,daily_excess,-3.2477,1.0,极冷,1.0,大降,1,6.1132,-12.5786,-5.7107,14.0,4.0,20.0,-0.9342,6.1132,-12.5786,12.5786,-6.1132
20250901,excess_5d,6.2696,5.0,极热,5.0,大升,1,2.6527,-15.4295,-8.7856,13.0,3.0,19.0,-2.0,2.6527,-15.4295,15.4295,-2.6527
20250901,excess_10d,5.9527,4.0,偏热,4.0,小升,1,2.6527,-15.4295,-8.7856,13.0,3.0,19.0,-2.0,2.6527,-15.4295,15.4295,-2.6527
20250901,daily_excess,4.9772,5.0,极热,5.0,大升,1,2.6527,-15.4295,-8.7856,13.0,3.0,19.0,-2.0,2.6527,-15.4295,15.4295,-2.6527
20250902,excess_5d,-0.2917,3.0,中性,1.0,大降,1,11.7351,-7.947,-0.7152,12.0,2.0,18.0,-0.0609,11.7351,-7.947,7.947,-11.7351
20250902,excess_10d,-0.9762,2.0,偏冷,1.0,大降,1,11.7351,-7.947,-0.7152,12.0,2.0,18.0,-0.0609,11.7351,-7.947,7.947,-11.7351
20250902,daily_excess,-5.3481,1.0,极冷,1.0,大降,1,11.7351,-7.947,-0.7152,12.0,2.0,18.0,-0.0609,11.7351,-7.947,7.947,-11.7351
20250903,excess_5d,-2.1211,2.0,偏冷,2.0,小降,1,16.0545,-4.3885,3.1779,11.0,1.0,17.0,0.1979,16.0545,-4.3885,4.3885,-16.0545
20250903,excess_10d,-4.5975,2.0,偏冷,1.0,大降,1,16.0545,-4.3885,3.1779,11.0,1.0,17.0,0.1979,16.0545,-4.3885,4.3885,-16.0545
20250903,daily_excess,1.2181,4.0,偏热,5.0,大升,1,16.0545,-4.3885,3.1779,11.0,1.0,17.0,0.1979,16.0545,-4.3885,4.3885,-16.0545
20250904,excess_5d,-1.2047,2.0,偏冷,4.0,小升,1,18.8169,-0.3944,5.6338,10.0,1.0,16.0,0.2994,18.8169,-0.3944,0.3944,-18.8169
20250904,excess_10d,-1.152,2.0,偏冷,5.0,大升,1,18.8169,-0.3944,5.6338,10.0,1.0,16.0,0.2994,18.8169,-0.3944,0.3944,-18.8169
20250904,daily_excess,1.1958,4.0,偏热,3.0,稳定,1,18.8169,-0.3944,5.6338,10.0,1.0,16.0,0.2994,18.8169,-0.3944,0.3944,-18.8169
20250905,excess_5d,3.4141,4.0,偏热,5.0,大升,1,15.5616,-4.9315,2.7397,9.0,20.0,15.0,0.1761,15.5616,-4.9315,4.9315,-15.5616
20250905,excess_10d,3.0512,4.0,偏热,5.0,大升,1,15.5616,-4.9315,2.7397,9.0,20.0,15.0,0.1761,15.5616,-4.9315,4.9315,-15.5616
20250905,daily_excess,1.3711,4.0,偏热,3.0,稳定,1,15.5616,-4.9315,2.7397,9.0,20.0,15.0,0.1761,15.5616,-4.9315,4.9315,-15.5616
20250908,excess_5d,-3.1729,2.0,偏冷,1.0,大降,1,12.42,-8.4755,-0.1066,8.0,20.0,14.0,-0.0086,12.42,-8.4755,8.4755,-12.42
20250908,excess_10d,3.0966,4.0,偏热,3.0,稳定,1,12.42,-8.4755,-0.1066,8.0,20.0,14.0,-0.0086,12.42,-8.4755,8.4755,-12.42
20250908,daily_excess,-1.6098,2.0,偏冷,1.0,大降,1,12.42,-8.4755,-0.1066,8.0,20.0,14.0,-0.0086,12.42,-8.4755,8.4755,-12.42
20250909,excess_5d,2.3564,4.0,偏热,5.0,大升,1,15.6408,-5.9493,2.7553,7.0,20.0,13.0,0.1762,15.6408,-5.9493,5.9493,-15.6408
20250909,excess_10d,2.0647,3.0,中性,3.0,稳定,1,15.6408,-5.9493,2.7553,7.0,20.0,13.0,0.1762,15.6408,-5.9493,5.9493,-15.6408
20250909,daily_excess,0.1812,3.0,中性,4.0,小升,1,15.6408,-5.9493,2.7553,7.0,20.0,13.0,0.1762,15.6408,-5.9493,5.9493,-15.6408
20250910,excess_5d,0.4356,3.0,中性,2.0,小降,1,16.0385,-5.6259,3.1087,6.0,19.0,12.0,0.1938,16.0385,-5.6259,5.6259,-16.0385
20250910,excess_10d,-1.6855,2.0,偏冷,1.0,大降,1,16.0385,-5.6259,3.1087,6.0,19.0,12.0,0.1938,16.0385,-5.6259,5.6259,-16.0385
20250910,daily_excess,-0.7027,3.0,中性,2.0,小降,1,16.0385,-5.6259,3.1087,6.0,19.0,12.0,0.1938,16.0385,-5.6259,5.6259,-16.0385
20250911,excess_5d,0.2334,3.0,中性,3.0,稳定,1,12.54,-11.4194,-0.0667,5.0,20.0,11.0,-0.0053,12.54,-11.4194,11.4194,-12.54
20250911,excess_10d,-0.9713,2.0,偏冷,3.0,稳定,1,12.54,-11.4194,-0.0667,5.0,20.0,11.0,-0.0053,12.54,-11.4194,11.4194,-12.54
20250911,daily_excess,0.9936,4.0,偏热,4.0,小升,1,12.54,-11.4194,-0.0667,5.0,20.0,11.0,-0.0053,12.54,-11.4194,11.4194,-12.54
20250912,excess_5d,-1.1138,2.0,偏冷,2.0,小降,1,12.9015,-11.1349,0.2543,4.0,19.0,10.0,0.0197,12.9015,-11.1349,11.1349,-12.9015
20250912,excess_10d,2.3003,3.0,中性,4.0,小升,1,12.9015,-11.1349,0.2543,4.0,19.0,10.0,0.0197,12.9015,-11.1349,11.1349,-12.9015
20250912,daily_excess,0.0239,3.0,中性,2.0,小降,1,12.9015,-11.1349,0.2543,4.0,19.0,10.0,0.0197,12.9015,-11.1349,11.1349,-12.9015
20250915,excess_5d,0.9414,3.0,中性,4.0,小升,1,14.3244,-10.0149,1.5178,3.0,18.0,9.0,0.106,14.3244,-10.0149,10.0149,-14.3244
20250915,excess_10d,-2.2316,2.0,偏冷,1.0,大降,1,14.3244,-10.0149,1.5178,3.0,18.0,9.0,0.106,14.3244,-10.0149,10.0149,-14.3244
20250915,daily_excess,0.4454,3.0,中性,3.0,稳定,1,14.3244,-10.0149,1.5178,3.0,18.0,9.0,0.106,14.3244,-10.0149,10.0149,-14.3244
20250916,excess_5d,4.9112,5.0,极热,5.0,大升,1,9.4163,-13.8781,-2.9767,2.0,17.0,5.0,-0.3161,9.4163,-13.8781,13.8781,-9.4163
20250916,excess_10d,7.2676,5.0,极热,5.0,大升,1,9.4163,-13.8781,-2.9767,2.0,17.0,5.0,-0.3161,9.4163,-13.8781,13.8781,-9.4163
20250916,daily_excess,4.151,5.0,极热,5.0,大升,1,9.4163,-13.8781,-2.9767,2.0,17.0,5.0,-0.3161,9.4163,-13.8781,13.8781,-9.4163
20250917,excess_5d,6.4886,5.0,极热,4.0,小升,1,7.891,-15.0787,-5.9982,1.0,16.0,11.0,-0.7601,7.891,-15.0787,15.0787,-7.891
20250917,excess_10d,6.9242,5.0,极热,3.0,稳定,1,7.891,-15.0787,-5.9982,1.0,16.0,11.0,-0.7601,7.891,-15.0787,15.0787,-7.891
20250917,daily_excess,0.8747,4.0,偏热,1.0,大降,1,7.891,-15.0787,-5.9982,1.0,16.0,11.0,-0.7601,7.891,-15.0787,15.0787,-7.891
20250918,excess_5d,9.3748,5.0,极热,4.0,小升,1,3.8184,-17.4129,-10.1617,1.0,15.0,13.0,-2.0,3.8184,-17.4129,17.4129,-3.8184
20250918,excess_10d,9.6082,5.0,极热,4.0,小升,1,3.8184,-17.4129,-10.1617,1.0,15.0,13.0,-2.0,3.8184,-17.4129,17.4129,-3.8184
20250918,daily_excess,3.8798,5.0,极热,4.0,小升,1,3.8184,-17.4129,-10.1617,1.0,15.0,13.0,-2.0,3.8184,-17.4129,17.4129,-3.8184
20250919,excess_5d,6.2312,5.0,极热,1.0,大降,1,3.3269,-14.3778,-7.0858,1.0,14.0,12.0,-2.0,3.3269,-14.3778,14.3778,-3.3269
20250919,excess_10d,5.1175,4.0,偏热,1.0,大降,1,3.3269,-14.3778,-7.0858,1.0,14.0,12.0,-2.0,3.3269,-14.3778,14.3778,-3.3269
20250919,daily_excess,-3.1197,1.0,极冷,1.0,大降,1,3.3269,-14.3778,-7.0858,1.0,14.0,12.0,-2.0,3.3269,-14.3778,14.3778,-3.3269
20250922,excess_5d,4.8628,5.0,极热,2.0,小降,1,2.3316,-13.9896,-6.6645,3.0,13.0,11.0,-2.0,2.3316,-13.9896,13.9896,-2.3316
20250922,excess_10d,5.8041,4.0,偏热,3.0,稳定,1,2.3316,-13.9896,-6.6645,3.0,13.0,11.0,-2.0,2.3316,-13.9896,13.9896,-2.3316
20250922,daily_excess,-0.9231,2.0,偏冷,4.0,小升,1,2.3316,-13.9896,-6.6645,3.0,13.0,11.0,-2.0,2.3316,-13.9896,13.9896,-2.3316
20250923,excess_5d,-1.5853,2.0,偏冷,1.0,大降,1,5.5303,-11.3011,-3.747,2.0,12.0,10.0,-0.6775,5.5303,-11.3011,11.3011,-5.5303
20250923,excess_10d,3.3259,4.0,偏热,2.0,小降,1,5.5303,-11.3011,-3.747,2.0,12.0,10.0,-0.6775,5.5303,-11.3011,11.3011,-5.5303
20250923,daily_excess,-2.2971,1.0,极冷,2.0,小降,1,5.5303,-11.3011,-3.747,2.0,12.0,10.0,-0.6775,5.5303,-11.3011,11.3011,-5.5303
20250924,excess_5d,-3.003,2.0,偏冷,2.0,小降,1,6.9967,-11.1706,-3.6054,20.0,11.0,9.0,-0.5153,6.9967,-11.1706,11.1706,-6.9967
20250924,excess_10d,3.4856,4.0,偏热,3.0,稳定,1,6.9967,-11.1706,-3.6054,20.0,11.0,9.0,-0.5153,6.9967,-11.1706,11.1706,-6.9967
20250924,daily_excess,-0.5429,3.0,中性,4.0,小升,1,6.9967,-11.1706,-3.6054,20.0,11.0,9.0,-0.5153,6.9967,-11.1706,11.1706,-6.9967
20250925,excess_5d,-3.1438,2.0,偏冷,3.0,稳定,1,3.3333,-14.2119,-6.9057,19.0,10.0,8.0,-2.0,3.3333,-14.2119,14.2119,-3.3333
20250925,excess_10d,6.231,4.0,偏热,4.0,小升,1,3.3333,-14.2119,-6.9057,19.0,10.0,8.0,-2.0,3.3333,-14.2119,14.2119,-3.3333
20250925,daily_excess,3.739,5.0,极热,5.0,大升,1,3.3333,-14.2119,-6.9057,19.0,10.0,8.0,-2.0,3.3333,-14.2119,14.2119,-3.3333
20250926,excess_5d,-2.6767,2.0,偏冷,3.0,稳定,1,6.6969,-11.4194,-3.8754,18.0,9.0,7.0,-0.5787,6.6969,-11.4194,11.4194,-6.6969
20250926,excess_10d,3.5546,4.0,偏热,2.0,小降,1,6.6969,-11.4194,-3.8754,18.0,9.0,7.0,-0.5787,6.6969,-11.4194,11.4194,-6.6969
20250926,daily_excess,-2.6525,1.0,极冷,1.0,大降,1,6.6969,-11.4194,-3.8754,18.0,9.0,7.0,-0.5787,6.6969,-11.4194,11.4194,-6.6969
20250929,excess_5d,-0.8232,3.0,中性,4.0,小升,1,5.4172,-12.4819,-5.0283,17.0,8.0,6.0,-0.9282,5.4172,-12.4819,12.4819,-5.4172
20250929,excess_10d,4.0396,4.0,偏热,3.0,稳定,1,5.4172,-12.4819,-5.0283,17.0,8.0,6.0,-0.9282,5.4172,-12.4819,12.4819,-5.4172
20250929,daily_excess,0.9304,4.0,偏热,5.0,大升,1,5.4172,-12.4819,-5.0283,17.0,8.0,6.0,-0.9282,5.4172,-12.4819,12.4819,-5.4172
20250930,excess_5d,-0.108,3.0,中性,3.0,稳定,1,4.7819,-13.0093,-5.6072,16.0,7.0,20.0,-1.1726,4.7819,-13.0093,13.0093,-4.7819
20250930,excess_10d,-1.6934,2.0,偏冷,1.0,大降,1,4.7819,-13.0093,-5.6072,16.0,7.0,20.0,-1.1726,4.7819,-13.0093,13.0093,-4.7819
20250930,daily_excess,-1.5819,2.0,偏冷,2.0,小降,1,4.7819,-13.0093,-5.6072,16.0,7.0,20.0,-1.1726,4.7819,-13.0093,13.0093,-4.7819
